Probe_Set_ID,Gene_Symbol
9687_at,NSE5
9688_at,APT1
9702_at,CYB2
9712_at,AIM33
9716_at,YML083C
9723_at,WAR1
9727_at,TCB3
9734_at,YML108W
9737_at,SEC65
9751_at,GIM5
9759_at,ERG13
9762_at,PHO84
9766_at,YML119W
9776_at,BUL2
9801_at,YML131W
9808_at,YLR285C-A
9826_at,MIM2
9858_at,FMP27
9869_at,YLR264C-A
9887_at,MRPL4
9901_at,VIP1
9904_at,INA1
9911_at,URA4
9915_at,SPP382
9926_at,CCW14
9947_i_at,RPS22B
9954_at,VID22
9965_at,SPO77
9972_at,DIC1
9975_at,NIT3
9979_at,ILV5
9990_at,SFH1
9993_at,PEX30
10003_f_at,RPS25B
10007_at,VRP1
10014_at,ECM38
10018_at,MET17
10025_at,CDC25
10032_at,MCM5
10035_at,YSH1
10036_at,YLR278C
10043_at,ECI1
10060_at,GSY2
10067_at,RED1
10068_i_at,RPS28B
10078_at,PIG1
10089_at,CSC1
10096_at,RCK2
10099_at,SYM1
10103_at,ATG38
10110_at,COA4
10114_at,UTP13
10117_at,YLR225C
10121_at,CDC42
10131_at,PWP1
10142_at,QRI5
10146_at,SEC13
10153_at,YLR173W
10163_at,SWI6
10181_at,PCD1
10192_at,SRN2
10199_at,YLR125W
10203_at,DIP2
10210_at,TIS11
10213_at,SLS1
10217_at,CHA4
10224_at,SEN2
10227_at,YLR108C
10235_at,MSL5
10238_at,BUD20
10249_at,ARP6
10252_at,GAA1
10259_at,IOC2
10267_at,SHM2
10270_at,RPL22A
10277_at,FYV7
10281_at,LAM6
10284_at,RAD5
10288_at,YLR036C
10291_at,RIC1
10295_at,TRX1
10299_at,FRE8
10306_at,TEN1
10316_at,YEH2
10327_at,YLR030W
10331_at,YEH1
10334_at,COX17
10338_at,SPO75
10341_at,RTT109
10345_at,CMS1
10352_at,RIX7
10370_at,DPS1
10373_at,JLP1
10380_at,COF1
10384_at,RNP1
10391_at,VPS13
10395_at,PRP19
10430_at,YKL183C-A
10452_at,YKL018C-A
10466_at,OMA1
10476_at,ESL2
10487_at,TFA2
10491_at,CCP1
10508_at,DAD2
10526_at,DYN1
10530_at,GLG1
10533_at,MIC60
10537_at,VPS51
10551_at,DAL80
10562_at,DID4
10580_at,TCD2
10590_at,HCS1
10594_at,ARC19
10601_at,SFK1
10604_at,ELM1
10619_at,TTI1
10626_at,YKL070W
10633_at,YKL063C
10636_at,FBA1
10640_at,TMA19
10651_at,CAB3
10654_at,MDH1
10668_at,LHS1
10672_at,ABF1
10679_at,SEG2
10686_at,MTC2
10690_at,YJU2
10693_at,APL2
10700_at,PMU1
10704_at,SSH4
10708_at,DGR2
10715_at,APE2
10722_at,YKL151C
10725_at,SDH1
10729_at,RPC25
10736_at,CMC1
10740_at,COY1
10743_at,LST4
10747_at,EBP2
10754_at,MCD4
10757_at,YKL162C
10775_at,PXA2
10800_at,SAC1
10803_at,STE6
10804_at,CBT1
10814_s_at,YEL073C
10853_at,DAN4
10857_at,AAD10
10864_r_at,YJL136W-A
10868_at,YJL133C-A
10878_at,STR2
10885_at,MET5
10889_at,YJR141W
10892_at,MGM101
10903_at,YMR1
10910_at,STE24
10931_at,FIP1
10932_at,IME1
10935_at,YJR096W
10953_at,HAM1
10960_at,CDC11
10963_at,YJR079W
10964_at,AIM24
10974_at,SSC1
10978_at,UTR1
10981_at,RAD7
10988_at,YJR011C
11010_at,RPC17
11013_at,CCT8
11017_at,SYS1
11038_at,VPS53
11052_at,YJL016W
11063_at,MTR4
11070_at,YJL043W
11074_at,LOH1
11088_at,UTP18
11099_at,BIT61
11102_at,LSB6
11106_at,MRPL49
11113_at,SIP4
11120_at,IML2
11123_at,PRY1
11127_at,ALB1
11131_at,YJL118W
11134_at,ASF1
11141_at,IME2
11145_at,MEF2
11148_at,SFH5
11170_at,SET2
11177_at,FMP33
11180_at,CIS3
11191_at,MRX5
11195_at,ATG36
11202_at,ATG27
11205_i_at,RPL17B
11212_at,YJL171C
11216_at,PEX2
11219_at,LAA1
11230_at,ELO1
11234_at,SOP4
11237_at,RPL39
11255_at,REE1
11287_f_at,PAU7
11298_at,SWH1
11301_i_at,FLO1
11316_r_at,SSA1
11319_at,EFB1
11323_at,TFC3
11326_at,SWD1
11333_at,POP5
11340_at,SAW1
11348_at,FUN30
11351_at,TPD3
11355_at,CYS3
11358_at,OAF1
11362_at,AIM1
11365_at,PTA1
11369_at,CLN3
11372_at,YAL037W
11383_at,TDA8
11387_at,BDH2
11390_at,CNE1
11397_f_at,FLO5
11426_s_at,MET18
2103_s_at,ECM29
2110_s_at,MYO1
2114_s_at,MYO1
2242_s_at,FAB1
2245_s_at,FAB1
2252_g_at,ZRT1
2274_at,RMD6
2291_g_at,SCR1
2325_s_at,SWR1
2332_s_at,HKR1
2375_s_at,YDR089W
2389_s_at,NUM1
2392_s_at,NUM1
2463_s_at,UTP20
2464_s_at,UTP20
2467_s_at,UTP20
2503_s_at,YPR117W
2506_s_at,YPR117W
2510_at,MMS1
2513_s_at,MMS1
2535_s_at,SEC16
2538_s_at,SEC16
2570_at,CHL1
2584_s_at,KRE5
2602_g_at,FAS2
2606_s_at,FAS2
2620_s_at,IRA2
2623_s_at,IRA2
2698_s_at,BDS1
2702_s_at,IRA2
2705_s_at,FKS3
2723_s_at,POL2
2727_s_at,POL2
2734_s_at,FOL1
2741_s_at,RAD50
2757_g_at,ERG12
2764_s_at,ESC1
2789_s_at,FMP27
2793_s_at,FMP27
2796_f_at,FMP27
2835_at,FKS1
2838_s_at,FKS1
2845_g_at,VIP1
2849_at,DCK1
2853_s_at,DCK1
2874_g_at,FMP27
2902_at,REX3
2917_s_at,FLO10
2920_at,FLO10
2956_g_at,SNF7
2963_at,LOT5
2966_s_at,FAS1
2970_s_at,FAS1
3002_g_at,FLO10
3016_at,YMR1
3023_at,YJR141W
3030_at,YJR151W-A
3045_s_at,MDV1
3055_g_at,SRS2
3091_at,YDR034C-A
3139_f_at,YDR034C-A
3230_f_at,YOR192C-C
3234_at,COS6
3239_f_at,YAR010C 
3270_f_at,HAP1
3325_f_at,YER188C-A
3470_i_at,COS7
3626_i_at,COS10
3761_f_at,YBL100W-A 
3882_f_at,YJR027W
3907_f_at,PAU11 
3943_i_at,HAC1
3950_at,RHO5
4060_at,INA22
4085_at,DJP1
4089_at,PRI1
4092_at,STS1
4096_at,RPR2
4099_at,YAP5
4103_at,TIM44
4106_at,FAF1
4117_at,EST3
4128_at,CBR1
4131_at,APQ12
4135_at,CST6
4138_at,BCY1
4145_at,IRR1
4149_at,MAM33
4153_at,EFM4
4177_at,YIL089W
4185_at,AIR1
4188_at,SEC28
4195_at,HIS5
4199_at,HOS4
4209_at,XBP1
4217_at,REV7
4220_at,OM45
4224_at,CSM2
4234_at,POG1
4249_at,YIL152W
4256_at,PAN6
4259_at,CCT2
4270_f_at,YAL064W
4302_at,YHR050W-A
4305_at,YHL048C-A
4312_at,AIM18
4320_at,SET5
4334_i_at,ENO2
4337_at,YHR177W
4344_at,SSP1
4348_at,GPI16
4359_at,RTT107
4362_at,REC104
4366_at,YAP1801
4369_at,DNA2
4373_at,MTG2
4376_at,ATG7
4380_at,YHR131C
4387_at,YHR138C
4391_at,CHS7
4394_at,DCD1
4401_at,GGA2
4405_at,YHR112C
4408_at,DMA1
4409_at,COX23
4412_at,SET1
4416_at,EPT1
4423_at,RTC3
4426_at,YNG2
4433_at,YHR097C
4437_at,GEP4
4441_at,SBE22
4444_at,TRR2
4448_at,HTD2
4451_at,TRM5
4455_at,QNS1
4458_at,YHR078W
4462_at,LAM4
4465_at,SAM35
4469_at,BCD1
4476_at,AAP1
4480_at,SMF2
4487_at,FYV4
4494_at,RPS27B
4497_at,MYO1
4504_at,SLT2
4508_at,PIH1
4519_at,LEU5
4526_at,SOD2
4529_f_at,RPL27A
4533_at,SPO13
4536_at,YSC83
4540_at,SPO11
4544_at,YHL018W
4551_at,PRS3
4565_at,ECM34
4579_at,OCA5
4583_at,SNF6
4718_at,MAL13
4750_at,TAF1
4757_at,YGR237C
4775_at,YGR210C
4778_at,RTA1
4803_at,PDX1
4817_at,CIR1
4821_at,TRS65
4825_at,PSD2
4828_at,RBG2
4832_at,ATF2
4857_at,PTI1
4860_at,NSR1
4881_at,LSB1
4896_at,VOA1
4913_at,PEX8
4924_at,CTT1
4942_at,ADE6
4953_at,UPF3
4970_at,RME1
4974_at,UFD1
4985_at,YGR012W
4988_at,YGR015C
5027_at,MIG1
5031_at,RPL24A
5041_at,ALK1
5045_at,ATE1
5056_at,MST27
5070_at,YGL081W
5077_at,MPS2
5084_at,MNP1
5113_at,GUP1
5123_at,COQ8
5127_at,SNF4
5130_at,TAF6
5141_at,ARO2
5145_at,ROG1
5155_at,ITC1
5159_at,RSM23
5162_at,XRN1
5173_at,SUT1
5176_at,YGL159W
5177_at,RCK1
5180_at,CDC43
5194_at,TPN1
5216_at,MIG2
5219_at,CHC1
5223_at,ARO8
5233_at,YGL235W
5237_at,TAN1
5240_at,SAP4
5241_at,SHE10
5244_at,MTC3
5248_at,EDC1
5258_at,ZRT1
5262_at,HFM1
5265_at,PDE1
5269_at,RTF1
5273_at,DOC1
5297_at,COS12
5312_s_at,LAM5
5322_at,HIS2
5326_at,PTR3
5333_at,PHO4
5337_at,IRC5
5351_at,GCN20
5358_at,YFR016C
5361_at,FAB1
5365_at,PES4
5379_at,CDC4
5400_at,AGX1
5408_at,FRS2
5429_at,YFL051C
5521_at,RAD24
5536_at,YER187W
5539_at,YER039C-A
5543_at,PEA2
5557_at,CHD1
5571_at,RPS26B
5575_at,YER134C
5582_at,MAG1
5596_at,SWI4
5600_at,SPR6
5607_at,GLO3
5610_at,UTP7
5614_at,ILV1
5624_at,AIM11
5635_at,VHR2
5642_at,"ARG5,6"
5646_at,ALD5
5653_at,AIM9
5657_at,SPO73
5660_at,ISD11
5664_at,HOM3
5674_at,PCL6
5685_at,CHZ1
5689_at,YER034W
5692_at,PHM8
5696_at,YEN1
5699_at,ERG28
5703_at,FMP52
5706_at,PAC2
5728_i_at,PMP2
5731_at,NPP2
5735_at,GLC3
5745_at,IRC22
5749_at,YEF1
5760_at,ECM10
5767_at,YEL023C
5781_i_at,RPL12A 
5813_at,DLD3
5820_at,YDR461C-A
5849_at,MHF2
5913_at,FIT1
5923_at,YDL085C-A
5937_at,GRX2
5941_at,GRH1
5962_at,MZM1
5969_at,RPL37B
5973_at,SPG3
5980_at,PKH3
5984_at,UGO1
5994_at,DIG2
5998_at,VPS52
6001_at,RIB3
6009_at,UTP6
6012_at,TSA2
6026_at,HKR1
6058_at,TRS120
6062_at,DFM1
6090_at,SHE9
6140_at,SUM1
6144_at,PIB1
6151_at,SWA2
6154_at,TIM11
6158_at,YSP2
6168_at,DPL1
6179_at,HNT2
6186_at,GIC2
6201_at,PHM6
6208_at,NSE3
6218_at,MET32
6225_at,SWM1
6233_at,YDR222W
6243_at,HEM1
6247_at,FMN1
6250_at,YDR239C
6261_at,COQ4
6264_at,UME6
6265_at,MSS4
6275_at,SPR28
6286_at,ATC1
6307_at,YDR161W
6311_at,TRM82
6321_at,RSM24
6328_at,HPR1
6332_at,DOP1
6336_at,TAF12
6346_at,ALT2
6368_at,YDR089W
6403_at,PET100
6410_at,SSS1
6424_at,PST1
6428_at,UBC5
6432_at,AIM7
6435_at,RTR2
6442_at,REG1
6446_at,PST2
6456_at,RSM10
6485_at,GPD1
6488_at,OSH2
6492_at,TSC13
6506_at,MRP10
6510_at,SIR2
6513_at,PRM7
6517_at,GPR1
6524_at,MPS1
6528_at,BDF2
6531_at,COX9
6535_at,SYO1
6538_at,TSR1
6542_at,MBP1
6545_at,PBP4
6556_at,NDE2
6560_at,RPL13A
6563_at,MRK1
6567_at,RXT3
6570_at,BRE1
6581_at,NSE4
6585_at,DUN1
6595_at,SRF1
6599_at,RPP1B
6606_at,HNT1
6620_at,CLB3
6627_at,NOP14
6631_at,YDL144C
6634_at,BPL1
6638_at,ARF2
6641_at,PCL9
6645_at,AIR2
6652_at,SFA1
6656_at,CDC9
6659_at,ENT1
6663_at,MGT1
6666_at,ASF2
6670_at,NUS1
6673_at,UFD2
6681_at,YDL183C
6691_at,TIM22
6695_at,NOP6
6702_at,YDL206W
6705_at,ACK1
6713_at,LRG1
6716_at,AIM6
6720_at,MFG1
6723_at,PTP1
6727_at,SHS1
6730_at,FMP45
6759_at,MIC10
6784_at,FIG2
6791_s_at,HMRA1
6794_at,YCR099C
6812_at,IMG2
6819_at,PTC6
6826_at,RBK1
6833_at,RRT12
6837_at,ARE1
6841_at,THR4
6844_at,YIH1
6848_at,YCR016W
6851_at,MAK32
6858_f_at,PMP1
6865_at,SYP1
6869_at,ELO2
6876_at,YCL002C
6880_at,CDC10
6883_at,CIT2
6890_at,PGK1
6897_at,GRX1
6901_at,RRP7
6905_at,FUS1
6912_at,BUD3
6915_at,CHA1
6922_at,KAR4
6926_at,APA1
6929_at,POF1
6990_at,YBR200W-A
7036_s_at,AST1
7043_at,YBL029C-A
7047_at,YBR230W-A
7096_at,DPB3
7097_at,PAF1
7107_at,YBR242W
7111_at,RRT2
7114_at,ARO4
7118_at,SRB6
7121_at,RIB5
7128_at,PYC2
7153_at,YBR197C
7164_at,"DUR1,2"
7175_at,UMP1
7196_at,TBS1
7200_at,RPB5
7224_at,HSL7
7228_at,YBR137W
7242_at,PHO88
7260_at,UBC4
7264_at,IST2
7281_at,MMS4
7299_at,ECM8
7303_at,RPG1
7310_at,CST26
7313_at,GIP1
7317_at,REB1
7320_at,RFS1
7331_at,GAL7
7335_at,POA1
7338_at,OLA1
7349_at,PDX3
7356_at,PDR3
7360_at,ECM15
7363_at,COQ1
7370_at,IPP1
7374_at,SHE1
7377_at,YBL028C
7384_at,MCM2
7406_at,PSY4
7409_at,ECM13
7413_at,URA7
7416_at,YBL036C
7420_at,HEK2
7438_at,YBL059W
7441_at,PTC3
7445_at,MRX3
7448_at,RPL32
7456_at,BOI1
7484_at,SFT2
7541_at,SKI3
7545_at,HPA2
7552_at,ARR1
7555_s_at,GCR1
7562_at,MMS1
7569_at,BSP1
7573_at,DPB2
7577_at,HDA3
7587_at,NOC4
7594_at,SUE1
7598_at,NCA2
7601_at,TDA6
7605_at,SGV1
7623_at,CTF4
7626_at,MEP3
7630_at,MRPL51
7637_at,ISR1
7641_at,RPC40
7644_at,MRD1
7648_at,RRG8
7651_at,CLB2
7655_at,MRL1
7662_at,SUA7
7665_at,YPR089W
7669_at,ASR1
7673_at,YPR097W
7680_at,ARO7
7683_at,YPR063C
7690_at,MED1
7694_at,TKL1
7705_at,TIF5
7708_f_at,RPL43A 
7722_at,YPR015C
7726_at,MCM4
7729_at,YPR022C
7733_at,ATH1
7737_at,APL4
7744_at,RQC2
7761_at,SUT2
7765_at,CMR3
7769_at,SUV3
7776_at,RAD1
7783_at,HST2
7786_at,RRP12
7793_at,MNN9
7801_at,SSN3
7804_at,YPL039W
7811_at,RPL21B
7818_at,YPL071C
7822_at,YPL067C
7833_at,LCL1
7836_at,INA17
7840_at,EEB1
7843_at,SSU1
7847_at,YPL088W
7850_at,SEC16
7865_at,BEM3
7868_at,PEX25
7872_at,YPL108W
7875_at,SYH1
7879_at,NOP53
7882_f_at,RPL33A
7886_at,UME1
7893_at,COX11
7897_at,TBF1
7904_at,ATG29
7907_at,SVS1
7911_at,PET20
7928_at,UIP4
7932_at,RTT10
7936_at,PPQ1
7939_at,TRE1
7957_at,YIG1
7960_i_at,RPL7B
7961_f_at,RPL7B
7964_at,OXR1
7968_at,PRM3
7971_at,NSL1
7975_at,YPL229W
7978_at,NEW1
7982_at,FMP40
7985_at,PCL8
7989_at,CBP3
7992_at,PUS1
7993_at,CLN2
7996_at,VIK1
8000_i_at,RPL36B
8003_at,YPL247C
8010_i_at,HSP82
8014_at,ENV7
8028_at,ACM1
8032_at,KEL3
8035_at,YPL260W
8060_at,snR35
8110_at,snR35
8124_at,ATP19
8149_at,YOL038C-A
8152_f_at,CDC21
8167_at,RAD17
8181_at,FIT2
8184_at,RPA43
8209_at,HSH49
8213_at,PRO2
8216_at,MYO2
8220_at,MIP1
8238_at,ISW2
8256_at,FSH3
8263_at,RRP36
8270_f_at,RPS10A
8273_at,YOR296W
8277_at,TRE2
8302_at,DFR1
8309_at,PUS7
8320_at,NPT1
8334_at,ODC2
8341_at,WTM2
8355_at,BFR1
8359_at,HIS3
8366_at,SEY1
8369_f_at,RPS28A
8373_at,LCB4
8405_at,PET123
8412_at,GCY1
8419_at,RGA1
8423_at,YOR131C
8430_at,RUP1
8433_at,ARP8
8441_at,PIN2
8451_at,YOR114W
8455_at,RTC5
8462_at,TGL5
8465_at,LPX1
8469_g_at,YVC1
8473_at,TMA46
8480_at,TMC1
8490_at,YOR062C
8494_at,MSA1
8497_at,GYP1
8505_at,HMS1
8508_at,SHE4
8512_at,CKB2
8515_at,CUE5
8522_at,RSB1
8526_at,TIR4
8529_at,YOR012W
8537_at,YOR019W
8540_at,YOR022C
8544_at,BUB3
8547_at,IRC10
8551_at,PLB3
8554_at,COQ10
8561_at,PHO80
8565_at,UTP23
8569_at,SLG1
8576_at,SIL1
8579_at,YAP7
8583_at,YOL024W
8586_at,DIS3
8590_at,ESC8
8597_at,PSH1
8601_at,GAL11
8608_at,PEX15
8611_at,NOP12
8615_at,ATG34
8618_at,REX4
8625_at,THP1
8629_at,HST1
8636_at,PRS5
8643_at,PKH2
8647_at,COQ3
8650_at,TRM10
8654_at,HAL9
8657_at,ADH1
8661_at,YGK3
8665_at,TRM11
8668_at,RPL18A 
8672_at,MSN1
8679_at,ZEO1
8686_at,SPT20
8689_at,CTR9
8785_at,AIF1
8789_s_at,LAP3
8825_at,MRPL50
8849_at,CIT1
8857_at,NRM1
8864_at,ACC1
8867_at,ARE2
8871_at,EFM6
8874_at,HDA1
8888_at,SIS1
8899_at,BOP3
8906_at,YNL035C
8910_at,HHT1 
8920_i_at,RPL9B
8924_at,YDJ1
8928_at,ARP5
8938_at,APP1
8945_at,TCB2
8949_at,SAL1
8952_at,EOS1
8953_at,TPM1
8956_at,MKS1
8963_at,RPC19
8967_at,NOP15
8977_at,MIC27
8999_at,NMA111
9009_at,ASI2
9013_at,CUZ1
9016_at,INN1
9020_at,ALF1
9024_at,YNL144C
9038_at,NOP13
9045_at,FMP41
9063_at,SLZ1
9066_at,YNL193W
9084_at,ALG9
9088_at,IES2
9091_at,VID27
9095_at,RTC4
9098_at,NRD1
9105_at,SUI1
9112_at,SIN4
9116_at,CSL4
9120_at,GOR1
9123_at,BNI1
9127_at,PIK1
9130_at,PDR17
9134_at,LTO1
9137_at,SIP3
9144_at,MRX6
9148_at,MID1
9152_at,SEC21
9155_at,MRPL10
9162_at,MET2
9169_at,ATP11
9176_at,KRI1
9184_at,RPL18A 
9201_at,PEX6
9205_at,FIG4
9223_at,YMR175W-A
9230_r_at,YMR230W-A
9294_at,YMR122W-A
9305_at,DYN3
9308_at,YME2
9312_at,SCW10
9326_at,FCP1
9329_at,CAT8
9347_at,LCB1
9351_at,PET111
9354_at,TIF11
9358_at,CUE1
9361_at,PPA2
9369_at,BUL1
9372_at,TRI1
9376_at,BCH1
9383_at,YMR244W
9386_at,FAA4
9401_at,ESC1
9404_at,FSH2
9408_at,MRPL44
9411_at,MTF1
9418_at,MRPL24
9422_at,ICY1
9425_at,CIK1
9429_at,ERG2
9433_at,YMR206W
9440_at,HOT1
9454_at,ADD37
9461_at,SGS1
9465_at,RIM13
9468_at,AIM36
9472_at,YMR160W
9475_at,INP2
9486_at,REC114
9493_at,RIM11
9497_i_at,RPS16A 
9500_at,NDE1
9504_at,SWP1
9507_at,YMR111C
9511_at,MGR3
9514_at,SPC24
9525_at,DLT1
9529_at,YMR130W
9532_at,YMR090W
9536_at,CTF13
9543_at,SRT1
9546_at,YPK2
9550_at,ILV2
9553_at,AVO2
9564_at,CTF18
9571_at,YMR085W
9585_at,BUB2
9589_at,SEN15
9593_at,RIM9
9596_at,SOV1
9600_at,MSS1
9603_at,PEX12
9607_at,RSF1
9610_at,HOF1
9614_at,MIH1
9617_at,SUB1
9625_at,AIM34
9628_at,PLB2
9632_at,YMR010W
9635_at,SEC59
9642_at,FMS1
9653_at,ERV25
9660_at,MRPL39
9664_at,TRM12
9667_at,RRN11
9671_at,YML037C
9681_at,USA1
9685_at,YML6
9689_at,ORC1
9692_at,MFT1
9696_at,SML1
9699_at,IMD4
9703_at,YML053C
9706_at,AIM32
9710_at,PRM6
9713_at,ALO1
9717_at,YML082W
9720_at,YML079W
9724_at,HMG1
9728_at,COG8
9731_at,ITT1
9735_at,PML39
9745_at,ARG81
9749_at,RAD10
9752_at,UTP14
9760_at,PGA3
9767_at,NGL3
9774_at,DAT1
9777_at,COQ5
9792_s_at,YLR001C
9802_at,ERO1
9827_at,YLR146W-A
9852_at,RPL6B
9856_at,SST2
9870_s_at,MRPL15
9873_at,TDA5
9880_at,CNA1
9909_at,CDC73
9920_at,SWC7
9948_f_at,RPS22B
9952_at,ROM2
9959_at,SEC61
9962_at,CTF3
9966_at,FKS1
9969_at,YLR345W
9976_at,YLR352W
9980_at,ATG33
9994_at,RPL38
9998_at,REC102
10001_at,MID2
10012_at,YLR297W
10019_at,ACO1
10022_at,CDA1
10029_at,CDC3
10040_at,YLR281C
10044_at,NNT1
10051_at,GCD7
10058_at,HAP1
10061_at,HSP60
10069_f_at,RPS28B
10072_at,BOP2
10076_at,YLR271W
10086_at,FAR10
10093_at,CDD1
10097_at,YEF3
10104_at,TUB4
10111_at,MSC3
10115_at,IFH1
10125_at,MMR1
10129_at,YLR194C
10132_at,NOP56
10136_at,COQ9
10143_at,HMX1
10147_at,RPS31
10150_at,APS1
10154_at,IDP2
10164_at,TOS4
10168_at,SKG3
10172_at,PUT1
10175_at,RMP1
10179_at,YLR149C
10182_at,YLR152C
10200_at,YLR126C
10207_at,CKI1
10221_at,APC9
10225_at,MDN1
10228_at,AHP1
10229_at,CCW12
10232_at,HOG1
10239_at,RPL10
10243_at,SIC1
10246_at,SRL2
10250_at,SMC4
10253_at,ALT1
10260_at,FCF2
10261_at,IES3
10264_at,SPT8
10268_at,REX2
10275_at,SPC3
10282_at,RFU1
10285_at,RSC58
10289_f_at,PAU23
10292_at,AFB1
10296_at,PDC1
10303_at,YLR049C
10307_at,LOT6
10310_at,PPR1
10314_at,POM34
10317_at,IRC25
10321_at,SNF7
10324_at,ADE16
10325_at,RPL15A
10339_at,ORC3
10342_at,DNM1
10353_at,IRC19
10357_at,FRA1
10360_at,HSP104
10364_at,HIF1
10374_at,YLL056C
10381_at,LDB18
10389_at,ATG10
10392_at,UBI4
10413_at,AYT1
10421_at,SKG1
10442_s_at,MNN4
10445_s_at,MNN4
10477_g_at,ESL2
10481_at,SKG1
10502_at,MSA2
10506_at,RPF2
10513_at,YKR041W
10517_at,YKR045C
10520_at,NAP1
10524_at,MRS4
10531_at,UTP30
10545_at,SAP190
10566_at,OSH6
10570_at,MEH1
10602_at,YKL050C
10605_at,ANR2
10609_at,PHD1
10613_at,PTM1
10623_at,MAE1
10627_at,YKL069W
10634_at,MSN4
10637_at,MPE1
10641_at,OAR1
10648_at,YKL091C
10652_at,CYT2
10655_at,HOT13
10666_at,YKL075C
10677_at,YKL107W
10680_at,GFA1
10684_at,YPF1
10698_at,SHE2
10712_at,SBA1
10716_at,APE2
10719_at,SRP102
10723_at,MCR1
10730_at,LTV1
10733_at,TGL1
10737_at,PRS1
10741_at,STE3
10755_at,PIR1
10758_at,KDX1
10762_at,EAP1
10765_at,PEX1
10769_at,SDS22
10780_at,LOT5
10790_at,YKL222C
10794_at,SRY1
10797_at,OXP1
10801_at,TRP3
10869_at,YJL127C-B
10883_at,MCM22
10886_at,IML1
10897_at,SOD1
10901_at,ABM1
10904_at,YJR111C
10915_at,IBA57
10918_at,ENT3
10922_at,ACF4
10929_at,GRR1
10933_at,RPL43A 
10940_at,RSM26
10947_at,RPA12
10954_at,LIA1
10968_at,YJR039W
10972_at,POL32
10975_at,TAH11
10986_at,CDC8
10993_at,ILV3
11018_at,COX16
11025_at,MRX12
11028_at,POL31
11036_at,BET4
11039_at,YJL028W
11046_at,BBC1
11068_at,YJL045W
11071_at,MHP1
11089_at,YJL068C
11092_at,DLS1
11103_at,CHS6
11110_at,SRS2
11117_at,EXO70
11121_at,ARP4
11124_at,GCD14
11125_at,LSM1
11132_at,PHO86
11135_at,MDV1
11142_at,SET4
11149_at,YJL144W
11153_at,YAK1
11157_at,GLG2
11164_at,AIM23
11167_at,PBS2
11171_at,ERG20
11174_at,TPK1
11178_at,PIR5
11181_at,FAR1
11185_at,INO1
11196_at,GON7
11199_at,YJL181W
11203_i_at,RPL17B
11206_f_at,RPL17B
11210_at,RFA3
11213_at,ASG7
11217_at,CBP1
11220_at,YJL206C
11228_at,PHO90
11235_at,RPS14B
11256_at,IMA5
11260_at,OPT1
11267_at,YAL037C-A
11295_r_at,MST28
11299_at,SWH1
11313_at,FUN14
11320_at,EFB1
11327_at,RFA1
11334_at,PRP45
11338_at,MYO4
11345_at,FUN26
11349_at,LDS1
11352_at,NTG1
11359_at,AIM2
11370_at,CYC3
11373_at,RBG1
11381_at,YAL065C
11384_at,YAL064W
11388_at,BDH1
11395_at,FLO5
11423_at,MET18
2100_g_at,ECM29
2104_s_at,ECM29
2108_at,MYO1
2111_s_at,MYO1
2243_s_at,FAB1
2246_s_at,FAB1
2253_s_at,ZRT1
2275_g_at,RMD6
2322_at,SWR1
2326_s_at,SWR1
2329_at,HKR1
2333_s_at,HKR1
2376_s_at,YDR089W
2390_s_at,NUM1
2393_s_at,NUM1
2418_at,UGA3
2436_g_at,LEU2
2457_at,FUS3
2461_at,UTP20
2465_s_at,UTP20
2468_s_at,UTP20
2504_s_at,YPR117W
2507_s_at,YPR117W
2511_g_at,MMS1
2514_s_at,MMS1
2518_at,YBL100W-C
2532_g_at,SEC16
2536_s_at,SEC16
2553_at,GRX5
2571_s_at,CHL1
2582_at,KRE5
2585_s_at,KRE5
2603_s_at,FAS2
2607_s_at,FAS2
2617_at,SEC16
2621_s_at,IRA2
2624_s_at,IRA2
2696_at,BDS1
2699_at,ATG19
2703_g_at,FKS3
2706_s_at,FKS3
2721_at,POL2
2724_s_at,POL2
2728_s_at,POL2
2735_s_at,FOL1
2738_at,RAD50
2742_s_at,RAD50
2758_s_at,ERG12
2762_at,ESC1
2765_s_at,ESC1
2790_s_at,FMP27
2794_s_at,FMP27
2804_at,CAC2
2836_g_at,FKS1
2839_s_at,FKS1
2846_s_at,VIP1
2850_g_at,DCK1
2854_s_at,DCK1
2903_g_at,REX3
2910_at,RCK2
2918_s_at,FLO10
2964_at,FAS1
2967_s_at,FAS1
3017_g_at,YMR1
3024_g_at,YJR141W
3056_s_at,SRS2
3088_at,FRT2
3235_f_at,HAP1 
3442_f_at,YDR098C-B
3496_f_at,YBL100W-A 
3499_f_at,YBL100W-A 
3506_s_at,YOR192C-C
3627_r_at,COS10
3656_f_at,HAP1 
3940_at,DER1
3944_f_at,HAC1
4018_at,YIR018C-A
4047_at,YIL046W-A
4054_at,YIL002W-A
4058_at,SEC11
4061_at,MND2
4065_at,DAL2
4068_at,DAL3
4079_at,CFD1
4082_at,SGN1
4090_at,MSL1
4093_at,SQT1
4097_at,YIR016W
4114_at,TIR3
4118_at,FAA3
4125_at,MET30
4129_at,PKP1
4132_at,TED1
4136_at,CKA1
4150_at,SEC6
4161_at,VHR1
4175_at,UTP25
4182_at,SDS3
4193_at,RHO3
4203_at,YIL108W
4207_at,DPH1
4214_at,FYV10
4221_at,VHS2
4228_at,MET18
4235_at,QDR2
4242_at,BNR1
4246_at,GUT2
4250_at,ESL1
4271_at,YAL064W
4296_at,YHR007C-A
