ID_REF,Gene_Symbol,Sigma,Active_threshold,Mean,Independence,GSM77298,GSM77299,GSM77300,GSM77301,GSM77302,GSM77303,GSM77304,GSM77305,GSM77306,GSM77307,GSM77308,GSM77309,GSM77310,GSM77311,GSM77312,GSM77313,GSM77314,GSM77315,GSM77316,GSM77317,GSM77318,GSM77319,GSM77320,GSM77321,GSM77322,GSM77323,GSM77324,GSM77325,GSM77326,GSM77327,GSM77328,GSM77329,GSM77330,GSM77331,GSM77332,GSM77333
7203_at,ICS2,0.27679811307784813,0.5659939543107928,0.5068991473333333,time_independent,0.632236123,0.895953715,0.741203189,0.70528686,0.514029205,0.6612200739999999,0.698808193,1.024033427,0.158595651,0.177130058,0.160958916,0.151269034,0.583237708,0.903409123,0.738148987,0.69520551,0.510590851,0.740816295,0.771486342,1.011878967,0.210285708,0.118434601,0.109442055,0.143992051,0.466422498,0.426035523,0.762443483,0.508113623,0.5413222910000001,0.676470637,0.744237185,0.48825708,0.201098904,0.127952754,0.103134476,0.145228207
9745_at,ARG81,0.16301817388869214,0.5200041233708479,0.5073439785277778,time_independent,0.397275835,0.236994207,0.315550506,0.447694033,0.434343457,0.454248369,0.41928494,0.609195411,1.1029056309999998,0.533632278,0.420091331,0.5015228389999999,0.6578645710000001,0.269318193,0.375846475,0.302511424,0.5161650179999999,0.401020378,0.5813953279999999,0.8585312959999999,0.5931428670000001,0.490216255,0.41309014,0.635551155,0.444444478,0.327810675,0.35859730799999995,0.420892507,0.4297520520000001,0.543067276,0.638858438,1.194066644,0.476923108,0.463582665,0.518705726,0.480290413
10610_at,SPC42,0.15980803779984967,0.5203756025313911,0.5084366810277777,time_independent,0.584563017,0.524855494,0.566401839,0.348706424,0.464646488,0.33769062200000005,0.470205843,0.52664578,0.440678,0.933856606,0.7910959120000001,0.67512691,0.656716466,0.62045455,0.454853266,0.308219194,0.36566332,0.308163255,0.312436789,0.4848812220000001,0.281142861,1.053553104,0.80901289,0.5402184720000001,0.518925548,0.431952655,0.355203629,0.369168401,0.323347092,0.407563031,0.24478595,0.375772536,0.601098895,0.305118114,0.8159756659999999,0.695020676
10970_at,URB2,0.3815904931067129,0.6541994571745844,0.5086948975277779,time_independent,0.306469917,0.151445091,0.376844496,0.160854906,0.23456791,0.355119795,0.46045503,0.596656203,2.410411835,0.278026909,0.606164396,0.401015222,0.380022973,0.128409103,0.208803609,0.261415511,0.364548504,0.349999994,0.412537903,1.086393118,0.933714271,0.426364571,0.504291832,0.561072528,0.27716729,0.13254438300000002,0.302036226,0.1845842,0.322314054,0.386554629,0.423710197,2.216316462,0.451648355,0.413385838,0.629929185,0.617219865
6949_f_at,YCR108C,0.16166864182182775,0.5218503627454562,0.5094967670833332,time_independent,0.479001135,0.8485549090000001,0.799091935,0.580427468,0.500561178,0.749455392,0.715059578,0.573667765,0.490314782,0.469730973,0.386986315,0.279187799,0.454649836,0.652272761,0.593679428,0.5502283570000001,0.518394649,0.31122449,0.666329622,0.276457876,0.439999998,0.273944378,0.5182403329999999,0.407149971,0.5445665120000001,1.093491197,0.74321264,0.480730265,0.452479333,0.454831928,0.54555434,0.294190347,0.428571433,0.260826766,0.17997975600000002,0.32883817
6809_at,ATG15,0.10981833662612603,0.5148454289992892,0.5109195261388888,time_independent,0.423382521,0.374566495,0.316685587,0.388076484,0.391694754,0.6851851940000001,0.6955578920000001,0.5464994910000001,0.202179193,0.635650277,0.405251145,0.328934014,0.568312347,0.603409111,0.3826185170000001,0.567351639,0.415830553,0.431632638,0.530839205,0.450323969,1.330285668,0.535530388,0.615879834,0.458788484,0.59584862,0.365680486,0.512443423,0.439148098,0.5216941829999999,0.461134493,0.7475302220000001,0.561186671,0.731868148,0.550196886,0.299292207,0.322614104
2169_s_at,SLH1,0.1643010005176157,0.5244277862737812,0.511471706111111,time_independent,0.434733242,0.286705196,0.160045415,0.377952754,0.740740776,0.394335508,0.5839653020000001,0.3584117,0.602905571,0.682735503,0.220319629,0.551268995,0.700344443,0.396590948,0.320541739,0.383561641,0.238573015,0.5744897720000001,0.470171869,0.528077781,1.022857189,0.707517982,0.811158776,0.584905684,0.509157538,0.168047339,0.464932114,0.234279931,0.413223147,0.392857164,0.419319451,0.652657568,0.862637401,0.85531497,0.657229483,0.650414884
3734_s_at,YRF1-1 ,0.1941252592732853,0.5327121759657666,0.5115625825555555,time_independent,0.389330298,0.265895963,0.471055627,0.280090004,0.408529788,0.360566437,0.279523283,0.406478614,0.269975781,0.938340843,0.7089040879999999,0.676142097,0.592422545,0.30795455,0.193002254,0.339041114,0.372352302,0.230612248,0.432760328,0.34665224,0.6251428720000001,0.591143131,0.7682403329999999,0.424031794,0.686202705,0.306508869,0.321266979,0.316430032,0.496900797,0.392857164,0.7091108559999999,0.6860321159999999,1.623076916,0.876968503,0.7563195229999999,0.566389978
9690_at,TEM1,0.1317912966542563,0.5189446276377925,0.5121946401111113,time_independent,0.541430235,0.778034687,0.945516527,0.6456693410000001,0.564534247,0.465141624,0.617551446,0.56844306,0.337772399,0.44618836,0.415525138,0.391878158,0.520091891,0.723863661,0.628668189,0.542237461,0.451505005,0.258163244,0.540950418,0.693304479,0.411428571,0.391349107,0.35085839,0.483614713,0.482295483,0.79289943,0.590497732,0.413793117,0.496900797,0.339285702,0.456641048,0.531520367,0.400000036,0.367125988,0.377148598,0.477178395
6228_at,DIN7,0.2468703756149927,0.5559751289986249,0.5134314223888888,time_independent,0.603859246,0.6589595079999999,0.509648144,0.347581565,0.287317634,0.417211324,0.377031386,0.319749236,0.437045991,1.235426068,0.667808235,0.6659898160000001,0.66016078,0.515909135,0.479683965,0.378995448,0.384615391,0.291836739,0.25176945300000003,0.235421151,0.838857174,1.31101954,0.7510729429999999,0.7914597390000001,0.324786335,0.512426019,0.324660659,0.255578101,0.278925627,0.263655484,0.249176741,0.218788624,0.969230771,0.7903543709999999,0.442871571,0.434647292
