From,To
P53685,HST1
P41911,GPD2
P32325,DBF4
P43124,NSE4
P52593,NUP188
Q06707,SWC7
P47110,POL32
P46957,POL31
P28834,IDH1
P46958,IDS2
P07267,PEP4
Q12345,IES3
P40060,IES5
Q08561,IES4
P09436,ILS1
P06704,CDC31
P19882,HSP60
O42831,YAR075W
Q06410,ATG17
P53333,CWC22
P40066,GLE2
Q06218,DBP9
P47019,ALB1
P40454,RRD1
P35728,MPE1
Q12102,CFT2
P42841,PFS2
Q12511,PTC5
Q06214,JIP5
Q03983,YDR179W-A
Q08647,PUS7
P11154,PYC1
Q08204,SMC5
Q02890,PNG1
P14736,RAD4
P26793,RAD27
P06778,RAD52
P22216,RAD53
Q03162,MUB1
P10862,RAD18
P29703,RAM2
P18898,CDC43
Q02792,RAT1
Q08965,BMS1
Q08096,RCL1
P46995,SET2
P26755,RFA3
P38859,DNA2
P38888,MNL1
P40339,RFC4
P38251,RFC5
P16664,RGP1
P40395,RIC1
Q12495,RLF2
Q04199,CAC2
P13712,MSI1
P25298,RNA14
P25299,RNA15
P43620,RMD8
P53942,RNH201
Q05635,RNH202
P09938,RNR2
P21672,RNR3
P15992,HSP26
Q04924,GTB1
P38138,ROT2
P33314,BUD2
P23643,VPS3
P38255,RXT2
P47018,MTC1
Q12347,HRT3
Q08287,NOP8
P17709,GLK1
P32559,MSS1
P38112,MAK5
P39683,NPT1
P53617,NRD1
P38082,NRG2
P25649,AHC2
P36111,YKR015C
P38302,NTC20
Q12309,CLF1
P32523,PRP19
P34218,SAS3
Q12311,NTO1
P50946,OCA1
P53949,OCA2
P53965,SIW14
P53743,ESF2
P53397,OGG1
Q12748,CTF3
P39937,PAC2
P40987,CIN1
P29468,PAP1
P45976,FIP1
Q06632,CFT1
P40186,PCL7
P53177,TYW3
Q03920,MTQ2
P47065,PET130
P53111,ARI1
Q02773,RPM2
Q06102,YTH1
P17157,PHO85
P20052,PHO80
P05066,PHR1
P11353,HEM13
Q03388,VPS72
P51601,FOL2
P24870,CLB3
P28495,CAP1
P53246,ENV11
Q03760,PML39
P21951,POL2
P27344,DPB3
Q04603,DPB4
P41812,POP1
P53833,POP3
P38336,POP4
P28004,PRP45
Q12417,PRP46
P15938,PRP16
P19735,PRP6
Q12420,SNU66
P20053,PRP4
Q00723,PRP38
Q12368,SNU23
P38282,SPP381
P39682,PRP39
Q03776,PRP42
Q00539,NAM8
Q05900,YHC1
P52868,CWC23
Q03654,CEF1
P32357,AAR2
P39692,MET10
P40512,PCI8
Q06511,RRP15
P32343,SSH4
P37366,CCL1
Q12427,STB3
Q06168,SFH1
Q05123,ARP9
Q12406,ARP7
P25632,RSC6
Q06488,RSC2
P53236,RSC1
P32832,NPL6
P38989,SMC2
Q03433,VPS71
P38326,SWC5
Q12509,ARP6
P43132,BRE2
P38123,SWD3
Q03323,SDC1
P09547,SWI1
P53628,SNF12
P39678,MBP1
P21374,ISY1
Q02457,TBF1
Q05934,VID22
P38319,TDP1
Q04119,PPN1
P14306,TFS1
P08468,PET111
P47183,THI11
Q08231,THP1
Q12481,RRP36
P53303,ZPR1
P48561,TRF5
P40032,TPA1
P38793,TRM5
P20049,TYR1
Q03201,RSM10
Q07825,FRA1
Q03799,MRPS8
P36151,YKR070W
P53243,YGR067C
P43577,GNA1
P46971,PMT4
P46947,BUD13
P25337,BUD31
Q03375,CWC21
P20095,PRP2
P54999,SMX3
P39992,YEL023C
P40204,SMX2
P32767,KAP122
P53844,PDR17
Q07800,PSR1
P25502,PUT3
P12611,WHI2
P07250,ARG82
P39724,BOL3
P06106,MET17
P47096,BNA1
Q02521,SPP2
P38705,DIA4
Q05946,UTP13
P43123,QRI1
P38632,MMS21
Q99207,NOP14
Q05541,NSE3
Q08924,RTT10
P28519,RAD14
P48581,RAD17
Q04231,RAD33
P32849,RAD5
Q03071,ELC1
P06779,RAD7
P01119,RAS1
P53195,COG7
P19541,RDS2
Q12192,RFM1
P48743,RFX1
Q08417,RSB1
P38339,RGD1
P46949,FYV8
P48565,RIM21
P47118,YAE1
P53846,LTO1
Q08685,CLP1
Q08930,YPL191C
P48445,BPL1
Q12314,SFM1
Q06678,MRPL35
P22353,MRPL8
Q04599,MRPL1
Q08227,INP54
Q12194,RGL1
P36136,SHB17
P32361,IRE1
P47108,URB2
Q02724,ULP1
P35207,SKI2
Q04431,KRE28
Q01532,LAP3
P32190,GUT1
P33775,PMT1
P38222,RKM3
Q01662,MAP1
P11914,MAS2
P10507,MAS1
P39534,MBB1
Q12493,NKP1
Q12387,MDM20
Q06504,NAT3
P00958,MES1
Q03976,RSM24
Q01163,RSM23
P12687,MRP7
P36519,MRPL7
P36528,MRPL17
P36523,MRPL15
P36532,MRPL37
P53875,MRPL19
P36521,MRPL11
Q03834,MSH6
P32048,MSK1
P08593,MSS18
P18851,STE4
P40507,AIR1
P53971,FAP1
P12686,MRP13
P39985,POL5
P40517,YRB2
Q08444,NOB1
Q06188,YLR455W
P36120,DBP7
Q05029,BCH1
Q12421,ATG31
Q99316,MPD2
P20486,CKS1
P00546,CDC28
P17891,CLC1
P53167,PUS2
P53951,COG5
P53079,COG1
Q04632,COG8
Q08966,PCL8
P07258,CPA1
P03965,CPA2
P47103,CPR7
P36053,ELF1
P36525,MRPL24
Q03981,CSN9
Q12348,RRI2
Q12468,RRI1
Q04368,CSI1
P38877,CTF8
P53830,CUS2
Q03631,WAR1
Q12248,DAD1
Q03954,SPC19
P36131,SPC34
P20449,DBP5
P38719,DBP8
P38254,PBY1
Q12508,RMD5
P40208,GID8
P53076,VID30
P40547,VID28
P40492,FYV10
P53725,MPP6
P25453,DMC1
P53886,APC1
P09798,CDC16
Q04601,APC4
P16522,CDC23
Q04089,DOT1
P35734,ASK1
P25627,BUD23
P38122,ECM31
P47086,YJR011C
P40493,BMT5
Q06651,PIB1
P38999,LYS9
Q08119,ESC8
P22696,ESS1
P40449,YIL161W
Q12676,FOL3
P53336,YGR283C
Q04867,YMR310C
P46959,GCD14
P41814,GCD10
P39967,UBP9
Q12059,ULA1
P31385,DEP1
Q08923,CTI6
P38293,UMP1
Q05778,PBA1
P36040,ADD66
P30402,URA10
P54857,TGL2
Q06512,NOC4
P40457,MLP2
Q03496,TRM732
Q12453,CEX1
Q06696,VPS36
P53853,VPS75
Q07794,RTT109
P39713,BDH2
P39714,BDH1
P07702,LYS2
Q06525,URN1
P38305,AIM4
Q06159,ATG39
P25638,TAH1
Q12433,AHC1
Q07729,GUD1
Q04311,VMS1
Q04608,YDR124W
Q03246,MRPS17
Q06665,RAD34
Q06333,CNL1
P48234,ENP2
P32614,FRD1
P43558,OTU1
P53072,TAN1
Q12211,PUS1
P53202,CUL3
P53219,IMO32
P42939,MVB12
Q99176,SRN2
Q04347,BUD22
Q3E705,EFG1
Q05583,CIA1
P38833,YHR127W
P38835,YHR131C
P40533,TED1
P39106,MNN1
P40566,EGH1
P40579,YIR035C
Q06053,DUS3
P53861,ELA1
P27351,APL1
P47009,YJL144W
P46997,JJJ2
P53280,CAF130
P47087,YJR012C
P47139,YJR098C
P36083,YKL075C
P53892,IBD2
P25576,POF1
P40555,NAS2
Q04437,YKU80
P53893,RIA1
Q12205,MNL2
Q03266,ABZ2
Q08001,LAM6
Q12208,USB1
Q12338,RNH203
O13565,YLR358C
P21182,SPE2
Q05040,FAR8
Q04773,YMR074C
P03962,URA3
Q03153,ATP25
P32493,AEP1
Q04458,HFD1
P38238,TRM7
A0A023PZH5,YMR290W-A
P42222,ERR3
Q08465,YNG1
Q12496,YOL098C
Q07458,RXT3
P47061,VPS53
P40856,SAP185
P38429,SAP30
Q04002,SCC2
P40090,SCC4
P53313,SDA1
P38797,PTC7
P24280,SEC14
P38968,SEC31
P47130,CSN12
P40510,SER33
P25342,CDC10
P32468,CDC12
P30283,CLB5
P32578,SIP1
P06700,SIR2
Q05854,YLR278C
P36123,SAP190
Q01590,SED5
Q01217,"ARG5,6"
Q99177,BRR1
P34164,SIP2
Q06091,SNT309
P53540,SPC98
P39723,SPC72
P28273,OXP1
P38281,APD1
P47134,BIR1
P53972,RCM1
P53921,YNL122C
Q12285,MDY2
P38276,YBR137W
P33420,NIP100
Q12125,GET4
P53738,TRM112
Q12463,TRM11
Q08421,ETT1
P34220,YBL055C
Q08422,TMC1
Q08634,YOR238W
O14468,YOR304C-A
Q12182,YOR342C
Q08816,YOR352W
Q08844,YOR365C
Q12092,ATG29
Q12049,THP3
Q06834,ASR1
Q06109,RRG8
Q12167,RRG1
Q12393,GEP5
Q06510,TAZ1
P03875,AI1
P41813,FKH2
P32874,HFA1
P19414,ACO1
P80210,ADE12
P02992,TUF1
Q12449,AHA1
P34248,YKL100C
P47771,ALD2
P54114,ALD3
P46367,ALD4
P38700,APM2
P43564,MIL1
Q00381,APS2
Q02804,ARL3
P38840,ARO9
Q04372,TAP42
P40154,IES2
P32479,HIR1
P32480,HIR2
P49090,ASN2
P16639,ATE1
P53296,ATF2
P53855,ATG2
Q06338,BCP1
Q08754,BUD7
P00812,CAR1
P53863,JJJ1
P53129,MON1
P38273,CCZ1
P14724,CDC26
P38042,CDC27
P04819,CDC9
P39014,MET30
P54730,UBX4
Q06682,UBX5
Q01159,CEG1
O13297,CET1
P38338,YBR259W
P34224,YBL059W
P38179,ALG3
Q07589,YDL144C
P34237,COY1
O13528,TY1A-A
O13528,TY1A-PR1
P38071,ETR1
P02405,RPL42A
P02405,RPL42B
P07266,MRS1
Q12109,WRS1
P38780,YHR054C
P42933,SPG5
P53394,YPR003C
P25356,BPH1
P32828,SLX5
Q12280,IQG1
P36101,TCD2
Q12530,RMP1
P38280,YSW1
P36135,UTH1
Q04225,RRB1
Q08960,TYW1
Q03254,FCP1
P40992,RRN7
P32786,RRN6
P36001,RMA1
O94084,OPI9
O13521,YPL035C
P34222,PTH2
Q08144,TLG2
Q12355,PST1
P46678,BDP1
P28005,POP5
P40571,RPR2
O13516,RPS9A
Q04712,RRN11
P21375,OSM1
P38990,SAK1
P30775,MRF1
Q04003,SAS4
P38732,EFM1
P27636,CDC15
P40455,YIL152W
P43549,AQY3
Q12191,BUG1
P53107,YRB30
P32836,GSP2
Q12390,GTT2
P06785,CDC21
P37297,STT4
P32806,GYP6
Q03102,YML131W
P32944,SWE1
Q03769,ENT5
P26263,PDC6
P17967,PDI1
Q08968,FMP40
P38165,RTG3
Q05024,TRI1
P40545,HIS6
Q06252,YLR179C
Q04371,YMR027W
P38164,SEA4
P31116,HOM6
P39941,DSF1
P39941,MAN2
P53724,MRPL50
Q07351,STP4
Q9URQ5,HTL1
P38207,APN2
P40985,HUL4
P07272,PPR1
P38163,SRO77
P32617,IES6
Q07790,YDR053W
P38896,YAR062W
P38896,YHR213W
P40033,RSM18
P53937,SWS2
P53305,RSM27
P47141,RSM26
Q02608,MRPS16
P35176,CPR5
P53733,RSM19
P32607,RTG1
Q12234,RUD3
P52867,PMT5
P32368,SAC1
P46946,SAE2
P53036,SAP4
P40963,SAS2
Q99314,SAS5
P25333,SAT4
P38627,URA8
P53120,YGL140C
Q08726,GPN2
P25303,SCJ1
Q05789,ATG38
Q04179,URH1
P32460,DCG1
P08019,SGA1
P05150,ARG3
P15367,SEC11
P33324,YKL091C
P17065,SEC2
Q06116,YPR117W
P38231,FMP23
Q12035,FCF2
P52960,PIP2
P40075,SCS2
P14906,SEC63
P29952,PMI40
P0C2J7,TY4B-H
Q04600,TMA64
P25582,SPB1
Q05949,BUR2
P51534,SHE4
P38086,RDH54
P33753,TRM2
P53274,YGR126W
P47058,TAD2
P12689,REV1
Q12107,APC9
O13522,YDR396W
P53190,YGL024W
P41821,MID1
Q06820,MDM36
P28791,SEC20
Q08817,SOG2
P28742,KIP1
P53315,SOL4
P25808,SPB4
P38185,YBL071C
Q03151,MTG1
P40039,FCY21
P53723,YNR021W
Q08580,PEX27
P05318,RPP1A
P36162,DAD2
P69852,HSK3
Q12455,SPE4
Q12188,REC8
P38765,YHI9
P38770,BRL1
P29056,BRF1
P38769,NEL1
Q04212,ARA2
P06843,SPT2
Q03675,YMR007W
P25648,SRB8
P14164,ABF1
Q02767,VPS28
P38790,HTD2
Q08646,SSP2
P11972,SST2
P39991,YEL025C
P42835,EGT2
P50104,STB4
P36158,YKR078W
P38300,MBA1
Q00947,STP1
Q05937,STP3
P38804,RTC3
P00724,SUC2
Q04235,TRM12
Q08108,PLB3
P36157,MSA2
P38109,YBR139W
P14284,REV3
Q12151,UPC2
P48412,UPF3
P38798,NMD2
P39007,STT3
P47007,MRX5
P25370,GFD2
P32623,UTR2
P53158,KXD1
P38428,CUE1
P38180,YBL081W
Q08831,VTS1
Q12416,WHI5
Q12363,WTM1
P53127,SNT2
P39102,XDJ1
P38856,YAP1801
P25578,PGS1
P41808,SMK1
P38239,YBR062C
P31382,PMT2
P38301,GDT1
Q06106,MRD1
P38306,YBR197C
P38149,DUG2
P32629,ANP1
P25654,YCR090C
Q07738,YDL241W
P32454,APE2
Q12457,NSI1
Q99288,DET1
P39966,PTC2
P52892,ALT2
Q03786,YDR248C
P35727,BLI1
Q04432,HSP31
P40006,IRC22
P38074,HMT1
P39997,NPP2
P15454,GUK1
Q6Q560,ISD11
P53308,YGR228W
P40043,RGI1
P40051,ICP55
P11709,BIK1
P40084,RTR1
P53183,YGL039W
P53179,RIM8
P38229,GIP1
P53171,GEP7
Q05131,RCH1
P45818,ROK1
P40495,LYS12
O13550,YLR269C
P53212,YGR021W
P42940,CIR1
Q06148,NEJ1
Q6B2L5,YML002W
Q6B2L5,YML003W
Q06493,YLH47
P38841,YHR138C
P38884,AIM18
P40522,VHR1
P53850,RTC4
P40462,TMA108
P20081,FPR1
P47046,IRC8
P42947,YJL107C
Q06489,MRI1
P40893,REE1
P40314,BTT1
P40917,CIN5
P47156,JHD2
P28320,YJU2
P36106,BYE1
P36090,ANR2
P36088,YKL069W
P36059,NNR2
A0A023PZE8,YDR157W
P53233,FMP48
P08640,FLO11
Q12429,DPH6
Q05777,NCW2
P53952,YNL050C
Q05809,COA4
P53124,PCL10
P53130,GPG1
Q05881,YLR287C
P33894,STE13
Q06485,ATG33
Q06709,REH1
P33734,HIS7
P23493,MBR1
Q07376,MCH1
Q12507,SFG1
P25375,PRD1
P11746,MCM1
P33411,PRP18
P32419,MDH3
P35191,MDJ1
Q08579,THI72
P25039,MEF1
P39677,MEF2
P53128,MET13
P46151,MET12
P32179,MET22
P32389,MET4
Q06580,MLC2
Q06390,PHO92
P39928,SLN1
Q12185,YDR018C
Q03236,YMR187C
P38194,YBL044W
P40514,YIL067C
P25653,FIG2
P38785,GIC1
P36527,MRPL28
P32618,YEL043W
P53255,DRN1
P38064,MRPL16
P39533,ACO2
Q02204,MRPL13
P53881,MRPL22
P32611,RML2
P22354,MRPL20
P31334,MRPL9
Q06524,SUE1
P40442,CSS1
Q12186,MSL5
P14908,MTF1
P39933,PZF1
P36130,CAF4
P47144,ECM27
P25087,ERG6
P10849,MTF2
P42900,SLS1
P30620,PSO2
P11325,NAM2
P28778,MRP17
P38830,NDT80
P36023,OAF3
Q08058,COQ10
P53204,NMA2
P40971,LYS14
Q05931,SSQ1
Q08905,FRE3
P25573,MGR1
P38287,CSH1
P53164,NPY1
Q03125,NRG1
Q08904,RDR1
Q02647,DYN2
P39720,OAF1
P38713,OSH3
P39946,PAC1
P40960,PAC11
Q12320,GLO4
P32383,PLC1
O13562,YLR171W
P32504,CBF2
P40316,PDS1
P32797,CDC13
P43568,CAK1
P06243,CDC7
P38834,YHR130C
P42948,SET4
P27514,PHO91
P24869,CLB2
P24871,CLB4
Q04869,YMR315W
P27466,CMK1
P23287,CNA1
P40531,GVP36
P39011,BEM4
P39101,CAJ1
P38845,CRP1
P25651,CSM1
Q04087,LRS4
Q12512,ZPS1
P49956,CTF18
P53137,CUE3
P15315,CUP2
P41817,CUP9
Q6B0Y7,YMR075C-A
P69850,DAD3
Q12374,NCA2
Q12123,DCS2
Q04487,SHH3
Q08550,MPC54
P47082,AVT1
P14066,CBS1
Q03465,RPN4
Q12428,PDH1
P39715,ECM1
Q05902,ECM38
P47051,AIM22
Q03764,EKI1
P32803,EMP24
P39704,ERP2
P50085,PHB2
Q03661,ESC1
P09201,FBP1
Q12235,YCT1
P22023,KRE5
P40491,FMC1
P22135,ATP12
P50264,FMS1
P53848,FOL1
P10663,MRP2
P21192,ACE2
P51998,YML6
P32388,MRP49
Q03327,UGO1
Q99252,ECM3
P53286,BTN2
P40214,YMR144W
P24868,CLB1
Q12086,DIN7
Q03533,TDA1
P19955,YMR31
P09624,LPD1
P53970,EFM6
Q05533,INM2
P53962,YNL035C
P53934,YNL092W
P25608,YCR102C
P53912,YNL134C
P53910,YNL140C
P53899,CUZ1
P25270,MRM1
P53889,FMP41
P10355,PET122
P53732,MRPS12
P49957,TRM9
P38329,VHC1
Q08225,YOL057W
Q3E769,YOL159C-A
Q12274,YOR097C
Q12340,YRM1
Q08687,TMA16
Q12012,YOR289W
Q08774,RRG7
P22936,APN1
P18412,TEC1
Q02979,GDE1
P09880,TRL1
P47159,YJR124C
P20840,SAG1
Q07951,IRC25
Q08956,YIG1
Q08961,RKM1
P47147,YMR1
Q12350,JID1
Q06107,YPR114W
P48559,YPT11
P53082,BOL2
Q12333,FRE7
P32350,KNS1
P03873,BI2
Q05911,ADE13
P38324,SLX1
P81449,TIM11
P40008,FMP52
P04397,GAL10
P43615,IRC6
P38226,CST26
P38115,ARA1
P32606,PET127
P35736,YKL050C
P53923,NCS2
P38361,PHO89
Q12216,NFI1
P40434,YIL177C
Q04116,YHP1
P34233,ASH1
P32453,ATP11
Q12349,ATP14
P12630,BAR1
P53108,YIP5
P33335,SGE1
P38334,TRS20
P32451,BIO2
Q12078,SMF3
Q05979,BNA5
P06780,RHO1
P33418,LOS1
P52918,MSN5
Q03020,ISU1
Q07540,YFH1
Q0PVE0,SEC23
Q0PVD8,SEC24
Q0PVD7,LST1
Q0PVD9,SHL23
Q05947,UCC1
P38872,PFS1
P32788,YBL010C
P35842,PHO11
P43623,IRC7
P00635,PHO5
P25300,BUD5
Q06324,MMR1
Q03178,PIR1
Q12089,AEP3
P13586,PMR1
P18238,AAC3
P39004,HXT7
P53326,YGR266W
Q00055,GPD1
P36069,PMU1
P38710,INM1
Q06134,SPO77
P25040,TSR4
P48232,SNN1
P38292,PEX32
P39983,YEL057C
P46683,YAR1
P40530,PKP1
Q04935,COX20
Q08919,TRE1
P38356,BSD2
Q3E833,PCC1
Q12690,RPL13A
P32589,SSE1
Q12492,YPR064W
P53228,NQM1
Q12064,BUD30
P04817,CAN1
Q12691,ENA5
P38298,YPC1
P38776,YHK8
P39547,UIP3
P19516,COX11
P25639,YCR061W
P87284,PMP3
P41544,SYS1
P53746,FRE4
Q12359,ATO3
P33303,SFC1
P46961,GPI2
P53918,ESBP6
P40975,PMP2
P32903,PMP1
P32842,VMA11
P25346,GIT1
P25613,ADY2
P43548,AGP3
P40464,FLX1
P53048,MAL11
Q04121,NHX1
Q06686,CTR3
Q12067,ATX2
P48813,GNP1
P41815,BAP3
P32837,UGA4
P38156,MAL31
P38358,VBA2
P39548,YAR028W
P25596,GEX1
P08456,CHO1
P25568,ATG22
P53954,ALG11
Q03655,GAS3
P11655,SEC12
P40367,LAS21
Q99380,OST4
P25621,FEN2
P39540,ELO1
P25354,YCR007C
P25625,PER1
P53057,YPS5
Q04629,SWF1
P53181,YGL042C
P53320,MTM1
P19145,GAP1
P25594,VBA3
P53744,BIO5
P41735,CAT5
P36032,MCH2
P36057,SRP102
P53176,MST27
P36029,TPO5
P53344,COS6
P39552,MST28
P40310,TOK1
Q04697,GSF2
Q04952,FKS3
P42833,HXT14
P34240,ZRT3
Q08485,NRT1
P40886,HXT8
P47026,GWT1
P47040,YHC3
P53735,ZRG17
Q03455,MSC2
P38842,YHR140W
P40035,PIC2
P53983,ASI3
P38221,CDS1
P53273,YGR125W
P43682,SFT1
P50108,MNN10
P40440,YIL171W
P32791,FRE1
P00425,COX5B
P22214,SEC22
P38176,AVT5
Q06135,GAS2
Q12402,YOP1
P53752,YNR066C
P40557,EPS1
P39003,HXT6
P40441,HXT12
P42934,PMT6
P40004,YEA4
P38729,YHL042W
P25358,ELO2
P43571,BST1
P22804,BET1
P25641,ATG15
P53174,PRM8
P53142,VPS73
P38355,YBR287W
P40885,HXT9
P35723,YET1
Q12445,POM34
P39551,PRM9
Q04399,GMC1
Q12233,ATP20
P53835,PRM1
P22215,SLY41
P38250,IST2
P40169,YNL194C
P36033,FRE2
Q06598,ARR3
P18414,ERD2
Q04746,KAR5
P40478,POR2
P39006,PSD1
P32331,YMC1
P42836,PFA3
P41930,SSU1
P42946,PRM10
P38928,AXL2
P40970,LCB2
Q03263,YMR279C
P33311,MDL2
P36015,YKT6
P38969,PNT1
P38131,KTR4
P39542,YJL193W
P53306,GPI1
P42951,LSB6
Q01560,NPL3
P36159,TRZ1
P40968,CDC40
P40573,MET28
P53253,NNF2
P36094,SPC42
P38748,ETP1
P53159,MPS2
P47023,TY4A-J
P47024,TY4B-J
Q06568,NDL1
P41901,SPR3
P08153,SWI5
P38130,KTR3
P25385,BOS1
Q04835,YMR253C
O13527,TY1B-A
P16658,SEN2
P53046,ROM1
P53947,YNL058C
P36150,MET1
P07248,ADR1
Q07555,YDL129W
P39107,MNN9
P40467,ASG1
P27796,POT1
P15202,CTA1
P39718,PEX22
P40546,FAF1
P08539,GPA1
P14681,KSS1
P21268,FAR1
P18852,STE18
P40468,TAO3
P17214,EST1
P40969,CEP3
P35201,MIF2
P38151,PBP2
P25390,SSK22
Q03656,SKY1
P38956,SNF11
Q08018,YLR076C
P38346,BIT2
P25345,SLM5
Q04511,UFO1
P53248,PEX8
P53100,YGL185C
P40465,CSM2
P53837,YNL276C
P32329,YPS1
P32522,PET309
P40538,YIL029C
P38960,STN1
P22035,BAS1
Q12272,TPT1
P26725,YUR1
O13329,FOB1
P43538,YFL066C
P36117,ALY1
P25612,AAD3
P53189,SCW11
Q03667,MIX17
P40570,VLD1
P06738,GPH1
P18544,ARG8
P08638,LEU3
P36126,SPO14
P36066,YKL133C
P53727,BUD17
Q12068,GRE2
Q08887,NDD1
P40416,ATM1
P47074,MAD3
P53230,TAM41
P53270,YGR117C
Q06479,YLR352W
Q05930,MDM30
P50623,UBC9
P40151,MGS1
P49017,COQ5
Q12310,PRR2
Q03144,SNO1
P43544,SNO3
P22209,KIN3
P23179,SPO11
P17123,SPO12
P23624,SPO13
Q04921,SPR28
P22768,ARG1
P33317,DUT1
P53081,NIF3
P35497,SOR1
P41835,THI6
P53215,THG1
Q05016,YMR226C
Q03824,INP2
P32916,SRP101
P38871,SSP1
Q03900,YDR132C
Q04175,SXM1
Q05871,ECI1
P38771,RRF1
P47041,BIT61
Q08931,PRM3
P32318,THI4
P05986,TPK3
P52871,SBH2
P38897,YAR066W
P38897,YHR214W
Q99395,YPL229W
Q99344,UBA3
Q12084,DAS2
P27515,URK1
P53845,YIF1
Q08743,YOR292C
Q12231,TY1A-DR5
Q12231,TY1A-ER2
Q12231,TY1A-GR3
Q12231,TY1A-LR1
Q12231,TY1A-MR2
Q12045,VIK1
Q12260,TY2A-B
Q12503,TY2B-F
Q12503,TY2B-GR2
P38278,BMT2
P52920,NBP35
P38303,YBR190W
P39009,DUN1
P40052,YER079W
Q03220,CTL1
P28239,PPA2
P25383,TY2A-C
P25575,YCL046W
P25349,YCP4
P43619,BNA6
P38767,ERC1
Q07395,SYO1
Q07438,YDL071C
Q04004,PLP1
P40326,YGR269W
Q12066,NUR1
Q12513,TMA17
Q03441,RMD1
Q12516,SRF1
P36087,YKL070W
Q12411,SPO21
Q12298,YDR061W
P53069,YGL239C
Q12497,FMP16
P53093,YIP4
Q04598,YDR115W
P40892,YJL218W
P46671,FAR3
P53917,FAR11
Q12240,YDR215C
Q03559,YMR295C
Q12023,YDL011C
P53087,YGL214W
P53074,YGL230C
P53210,YGR017W
P53272,YGR122W
P48239,GTO1
P32564,SCM4
P38744,YHL018W
P53343,PAU12
P53717,YNR005C
P38957,SHU2
P38725,PAU13
P40539,YIL028W
P38763,YHR022C
Q12013,AKR2
P38815,YPT35
P38823,DMA1
O13537,YHR145C
P40554,URM1
P40552,TIR3
P40515,FIS1
Q99219,TY3A-I
P40479,SDP1
Q00772,SLT2
O13554,VPS65
Q12318,PSY3
P40456,ESL1
Q12303,YPS3
P40565,IST3
Q04674,YMR057C
P47049,UBX6
P47025,MDV1
P46999,PIR5
P47095,MDE1
Q06543,GPN3
P36097,TTI1
P47168,TTI2
P36075,CUE2
Q06010,STE23
P36144,UTP30
P36168,ESL2
P53755,BSC5
Q12358,JLP1
Q12253,YLR046C
Q12142,ATG9
Q99382,ENV10
Q06001,FAR10
P46972,IMP2
P38796,PPE1
P18634,ART10
O13558,BSC3
Q04978,YML053C
Q03208,YML119W
Q04272,VPS20
Q03177,YMR102C
P39721,AIM2
Q00246,RHO4
P47036,APQ13
P53887,YNL171C
P43547,AAD6
Q02196,MET14
P42843,SKP2
P53726,YNR025C
P47038,YJL064W
P53729,YNR029C
P53754,YNR068C
Q08241,YOL106W
P39923,NPR2
Q08977,YPL260W
Q03231,YMR181C
Q08786,YOR331C
P53906,YNL146W
P46680,AIP1
P00912,TRP1
Q6Q5F3,YPR053C
P53102,MND1
P53310,YGR242W
P32584,STE14
Q99326,YOR338W
P22224,SEC15
P40583,YPS6
P26449,BUB3
P20438,CLN2
P40476,PRM5
Q02891,EEB1
P50078,TOS2
P20437,CLN1
P13365,CLN3
P42845,STB1
P53061,ZIP2
P87283,YDR274C
P23748,MIH1
Q08471,MSA1
Q12744,YML094C-A
Q04461,EUC1
P48568,YDL186W
P53968,CRZ1
P53721,RCF2
P25355,CTR86
P25378,RHB1
P53979,YNL013C
P43563,MOB2
P38268,YBR116C
P38740,YHL026C
Q04751,NAT4
Q08908,FRE5
P38277,YBR138C
P38348,HSM3
P39703,YAL004W
Q04401,SDH7
P39970,ACA1
P38867,YHR177W
P40473,POG1
P08521,YOR302W
P40560,YIL001W
P25044,PTP1
P40063,RTT105
Q12405,LPX1
O13564,YLR428C
Q02770,CWC27
Q03831,YDR095C
P53854,CWC25
Q12317,MSB4
P38696,ARP1
P35210,SPT23
Q06608,YPR172W
P32579,SUA5
P39545,PAU7
P87271,YDR455C
P39105,PLB1
P53980,YNL011C
Q06819,DIB1
Q12354,YLR118C
O13556,YLR462W
Q02754,YPL067C
O13575,YPR177C
P46974,RSF2
P46943,GUF1
Q12246,LCB4
P40042,RRT13
P38716,YHR112C
Q08949,DDC1
P53749,YNR063W
P35209,SPT21
P36058,YKL153W
P32572,SPS18
P38232,REG2
Q12300,RGT2
P46982,MNN5
Q06160,SPH1
O13583,YPR077C
P0C0X0,RPS28B
P38204,RRN10
P13856,RSR1
P05375,OPI3
P39945,AST2
Q08202,OPI10
Q08650,DGA1
Q12436,ZRT2
P89113,DDR2
P38921,PET8
P53039,YIP1
P38862,ATG7
Q06592,HPA2
Q99383,HRP1
Q08214,NTG2
P53437,RRN9
Q02948,VPS30
Q12115,YDL016C
P36116,VPS51
P32489,MEI5
P52491,UBC12
P32900,SKG6
Q05899,YLR297W
P50945,MIC27
Q08914,HSP33
Q08992,HSP32
Q12520,HUT1
P47166,SGM1
P32476,ERG1
P53615,NCE103
P53909,AAH1
P54780,RPL15B
P38243,YBR071W
P22133,MDH2
P19657,PMA2
P01094,PAI3
P47027,DPB11
P39952,OXA1
P38959,VPS41
P40955,CHS6
P10863,TIR1
P25365,SED4
P38275,YBR134W
P43560,LAM5
P00331,ADH2
Q08269,ALR1
P48360,ARH1
Q04549,ARP10
P53012,SCS3
P40448,YIL163C
Q12110,YLR049C
P48238,YGR153W
P33199,YGL015C
P32857,PTM1
P25630,YCR050C
P43625,YFR057W
